tipo_de_api,tip_execucao,qtd_itens,tamanho_query,tempo_de_resposta,tamanho_body_resposta
rest,paralelo,20,44,1.115614,102666
rest,paralelo,40,44,1.487811,205828
rest,paralelo,60,44,1.871221,306105
rest,paralelo,80,44,2.433901,407735
rest,paralelo,100,45,2.912574,508819
rest,paralelo,20,55,1.135431,102666
rest,paralelo,40,55,1.542702,205828
rest,paralelo,60,55,1.956827,306105
rest,paralelo,80,55,2.325287,407735
rest,paralelo,100,56,2.593007,508819
rest,paralelo,20,64,1.072324,102666
rest,paralelo,40,64,1.53037,205828
rest,paralelo,60,64,2.077078,306105
rest,paralelo,80,64,2.691853,407735
rest,paralelo,100,65,2.752645,508819
graphql,paralelo,20,198,1.360387,2827
graphql,paralelo,40,198,1.433097,5675
graphql,paralelo,60,198,1.672314,8457
graphql,paralelo,80,198,1.473788,11069
graphql,paralelo,100,199,1.948178,13903
graphql,paralelo,20,218,0.697131,32
graphql,paralelo,40,218,0.855018,32
graphql,paralelo,60,218,0.852886,32
graphql,paralelo,80,218,0.833698,32
graphql,paralelo,100,219,0.919472,32
graphql,paralelo,20,229,0.598864,32
graphql,paralelo,40,229,0.777518,32
graphql,paralelo,60,229,0.840018,32
graphql,paralelo,80,229,0.615652,32
graphql,paralelo,100,230,0.719405,32
graphql,paralelo,20,238,0.598154,32
graphql,paralelo,40,238,0.582344,32
graphql,paralelo,60,238,0.62096,32
graphql,paralelo,80,238,0.819049,32
graphql,paralelo,100,239,0.77643,32
rest,sequencial,20,24,1.280641,103493
rest,sequencial,40,24,1.714456,207283
rest,sequencial,60,24,1.885995,310012
rest,sequencial,80,24,2.249074,409725
rest,sequencial,100,25,3.065761,514141
rest,sequencial,20,44,1.311737,102666
rest,sequencial,40,44,1.517852,205828
rest,sequencial,60,44,2.323532,306105
rest,sequencial,80,44,2.443588,407735
rest,sequencial,100,45,3.059753,508819
rest,sequencial,20,55,1.342221,102666
rest,sequencial,40,55,1.64351,205828
rest,sequencial,60,55,1.916995,306105
rest,sequencial,80,55,3.518807,407735
rest,sequencial,100,56,3.0255,508819
rest,sequencial,20,64,1.036708,102666
rest,sequencial,40,64,1.434653,205828
rest,sequencial,60,64,2.131546,306105
rest,sequencial,80,64,2.589442,407735
rest,sequencial,100,65,3.022268,508819
graphql,sequencial,20,198,0.855164,2827
graphql,sequencial,40,198,1.284818,5675
graphql,sequencial,60,198,1.277978,8457
graphql,sequencial,80,198,1.570082,11069
graphql,sequencial,100,199,1.979751,13903
graphql,sequencial,20,218,0.592228,32
graphql,sequencial,40,218,0.626297,32
graphql,sequencial,60,218,0.828666,32
graphql,sequencial,80,218,0.606663,32
graphql,sequencial,100,219,0.862739,32
graphql,sequencial,20,229,0.884165,32
graphql,sequencial,40,229,0.587646,32
graphql,sequencial,60,229,0.900855,32
graphql,sequencial,80,229,0.59716,32
graphql,sequencial,100,230,0.640312,32
graphql,sequencial,20,238,0.622871,32
graphql,sequencial,40,238,0.564873,32
graphql,sequencial,60,238,0.702479,32
graphql,sequencial,80,238,0.728873,32
graphql,sequencial,100,239,0.627127,32
rest,paralelo,20,24,1.109412,103493
rest,paralelo,40,24,1.531517,207283
rest,paralelo,60,24,2.247623,310012
rest,paralelo,80,24,2.335917,409725
rest,paralelo,100,25,2.669522,514141
rest,paralelo,20,44,1.104505,102666
rest,paralelo,40,44,1.710071,205828
rest,paralelo,60,44,2.324605,306105
rest,paralelo,80,44,2.533905,407735
rest,paralelo,100,45,2.933217,508819
rest,paralelo,20,55,1.407628,102666
rest,paralelo,40,55,1.6725,205828
rest,paralelo,60,55,2.742328,306105
rest,paralelo,80,55,3.052973,407735
rest,paralelo,100,56,2.841758,508819
rest,paralelo,20,64,1.255252,102666
rest,paralelo,40,64,1.553517,205828
rest,paralelo,60,64,1.966293,306105
rest,paralelo,80,64,2.559249,407735
rest,paralelo,100,65,2.804101,508819
graphql,paralelo,20,198,0.812241,2827
graphql,paralelo,40,198,1.13159,5675
graphql,paralelo,60,198,1.340285,8457
graphql,paralelo,80,198,1.805656,11069
graphql,paralelo,100,199,1.99482,13903
graphql,paralelo,20,218,0.572907,32
graphql,paralelo,40,218,0.598591,32
graphql,paralelo,60,218,0.569205,32
graphql,paralelo,80,218,0.560744,32
graphql,paralelo,100,219,0.580744,32
graphql,paralelo,20,229,0.552171,32
graphql,paralelo,40,229,0.809868,32
graphql,paralelo,60,229,0.531119,32
graphql,paralelo,80,229,0.602827,32
graphql,paralelo,100,230,0.581198,32
graphql,paralelo,20,238,0.734813,32
graphql,paralelo,40,238,0.604786,32
graphql,paralelo,60,238,0.588588,32
graphql,paralelo,80,238,0.528985,32
graphql,paralelo,100,239,0.577728,32
rest,sequencial,20,24,1.082241,103493
rest,sequencial,40,24,1.546889,207283
rest,sequencial,60,24,2.314824,310012
rest,sequencial,80,24,2.217385,409725
rest,sequencial,100,25,2.865912,514141
rest,sequencial,20,44,1.074939,102666
rest,sequencial,40,44,1.536805,205828
rest,sequencial,60,44,2.321403,306105
rest,sequencial,80,44,2.186927,407735
rest,sequencial,100,45,3.028445,508819
rest,sequencial,20,55,1.07624,102666
rest,sequencial,40,55,1.603064,205828
rest,sequencial,60,55,2.086319,306105
rest,sequencial,80,55,2.305125,407735
rest,sequencial,100,56,2.817224,508819
rest,sequencial,20,64,1.016212,102666
rest,sequencial,40,64,1.574411,205828
rest,sequencial,60,64,1.847807,306105
rest,sequencial,80,64,2.073364,407735
rest,sequencial,100,65,2.824827,508819
graphql,sequencial,20,198,1.060693,2827
graphql,sequencial,40,198,1.019033,5675
graphql,sequencial,60,198,1.266407,8457
graphql,sequencial,80,198,1.687623,11069
graphql,sequencial,100,199,1.907271,13903
graphql,sequencial,20,218,0.55897,32
graphql,sequencial,40,218,0.559423,32
graphql,sequencial,60,218,0.573253,32
graphql,sequencial,80,218,0.587394,32
graphql,sequencial,100,219,0.662896,32
graphql,sequencial,20,229,0.588639,32
graphql,sequencial,40,229,0.543387,32
graphql,sequencial,60,229,0.562726,32
graphql,sequencial,80,229,0.646929,32
graphql,sequencial,100,230,0.565841,32
graphql,sequencial,20,238,0.57813,32
graphql,sequencial,40,238,0.557835,32
graphql,sequencial,60,238,0.587731,32
graphql,sequencial,80,238,0.5911,32
graphql,sequencial,100,239,0.611338,32
rest,paralelo,20,24,1.052431,103493
rest,paralelo,40,24,2.394624,207283
rest,paralelo,60,24,2.532372,310012
rest,paralelo,80,24,2.59567,409725
rest,paralelo,100,25,3.579493,514141
rest,paralelo,20,44,1.114106,102666
rest,paralelo,40,44,1.857751,205828
rest,paralelo,60,44,2.095866,306105
rest,paralelo,80,44,2.546698,407735
rest,paralelo,100,45,2.622827,508819
rest,paralelo,20,55,1.084205,102666
rest,paralelo,40,55,1.486816,205828
rest,paralelo,60,55,2.03038,306105
rest,paralelo,80,55,2.754807,407735
rest,paralelo,100,56,2.966985,508819
rest,paralelo,20,64,1.001146,102666
rest,paralelo,40,64,1.671898,205828
rest,paralelo,60,64,1.845902,306105
rest,paralelo,80,64,2.357366,407735
rest,paralelo,100,65,2.978741,508819
graphql,paralelo,20,198,0.859821,2827
graphql,paralelo,40,198,1.342953,5675
graphql,paralelo,60,198,1.346055,8457
graphql,paralelo,80,198,1.616345,11069
graphql,paralelo,100,199,1.777798,13903
graphql,paralelo,20,218,0.576894,32
graphql,paralelo,40,218,0.567945,32
graphql,paralelo,60,218,0.612927,32
graphql,paralelo,80,218,0.564404,32
graphql,paralelo,100,219,0.73619,32
graphql,paralelo,20,229,0.73642,32
graphql,paralelo,40,229,0.595191,32
graphql,paralelo,60,229,0.594537,32
graphql,paralelo,80,229,0.561389,32
graphql,paralelo,100,230,0.589715,32
graphql,paralelo,20,238,0.620354,32
graphql,paralelo,40,238,0.678273,32
graphql,paralelo,60,238,0.547452,32
graphql,paralelo,80,238,0.596838,32
graphql,paralelo,100,239,0.620773,32
rest,sequencial,20,24,1.3805,103493
rest,sequencial,40,24,1.767241,207283
rest,sequencial,60,24,2.171126,310012
rest,sequencial,80,24,2.445571,409725
rest,sequencial,100,25,2.820958,514141
rest,sequencial,20,44,1.031675,102666
rest,sequencial,40,44,1.549373,205828
rest,sequencial,60,44,2.014379,306105
rest,sequencial,80,44,2.627765,407735
rest,sequencial,100,45,2.928181,508819
rest,sequencial,20,55,1.631417,102666
rest,sequencial,40,55,1.520317,205828
rest,sequencial,60,55,1.886781,306105
rest,sequencial,80,55,3.524072,407735
rest,sequencial,100,56,3.371106,508819
rest,sequencial,20,64,1.122195,102666
rest,sequencial,40,64,1.535435,205828
rest,sequencial,60,64,2.058263,306105
rest,sequencial,80,64,2.33637,407735
rest,sequencial,100,65,2.98112,508819
graphql,sequencial,20,198,0.972978,2827
graphql,sequencial,40,198,1.039103,5675
graphql,sequencial,60,198,1.340046,8457
graphql,sequencial,80,198,1.614109,11069
graphql,sequencial,100,199,1.558618,13903
graphql,sequencial,20,218,0.567218,32
graphql,sequencial,40,218,0.68908,32
graphql,sequencial,60,218,0.58696,32
graphql,sequencial,80,218,0.664107,32
graphql,sequencial,100,219,0.607263,32
graphql,sequencial,20,229,0.65321,32
graphql,sequencial,40,229,0.612262,32
graphql,sequencial,60,229,0.65393,32
graphql,sequencial,80,229,0.563998,32
graphql,sequencial,100,230,0.732193,32
graphql,sequencial,20,238,0.738049,32
graphql,sequencial,40,238,0.727386,32
graphql,sequencial,60,238,0.598175,32
graphql,sequencial,80,238,0.575334,32
graphql,sequencial,100,239,0.572775,32
rest,paralelo,20,24,1.146461,103493
rest,paralelo,40,24,1.496946,207283
rest,paralelo,60,24,1.845571,310012
rest,paralelo,80,24,2.493433,409725
rest,paralelo,100,25,2.864656,514141
rest,paralelo,20,44,1.237266,102666
rest,paralelo,40,44,1.481162,205828
rest,paralelo,60,44,1.736789,306105
rest,paralelo,80,44,2.515341,407735
rest,paralelo,100,45,2.603243,508819
rest,paralelo,20,55,1.211182,102666
rest,paralelo,40,55,1.694184,205828
rest,paralelo,60,55,2.129865,306105
rest,paralelo,80,55,3.520564,407735
rest,paralelo,100,56,3.73579,508819
rest,paralelo,20,64,1.031387,102666
rest,paralelo,40,64,1.71045,205828
rest,paralelo,60,64,2.20507,306105
rest,paralelo,80,64,2.419069,407735
rest,paralelo,100,65,3.292471,508819
graphql,paralelo,20,198,1.096749,2827
graphql,paralelo,40,198,1.398863,5675
graphql,paralelo,60,198,1.359525,8457
graphql,paralelo,80,198,1.750427,11069
graphql,paralelo,100,199,2.003214,13903
graphql,paralelo,20,218,0.551152,32
graphql,paralelo,40,218,0.560732,32
graphql,paralelo,60,218,0.55925,32
graphql,paralelo,80,218,0.560558,32
graphql,paralelo,100,219,0.858971,32
graphql,paralelo,20,229,0.656194,32
graphql,paralelo,40,229,0.600688,32
graphql,paralelo,60,229,0.759601,32
graphql,paralelo,80,229,0.593005,32
graphql,paralelo,100,230,0.570217,32
graphql,paralelo,20,238,0.566093,32
graphql,paralelo,40,238,0.523762,32
graphql,paralelo,60,238,0.743677,32
graphql,paralelo,80,238,0.878548,32
graphql,paralelo,100,239,0.563326,32
rest,sequencial,20,24,1.424914,103493
rest,sequencial,40,24,1.578483,207283
rest,sequencial,60,24,1.923075,310012
rest,sequencial,80,24,3.138553,409725
rest,sequencial,100,25,3.049067,514141
rest,sequencial,20,44,1.241261,102666
rest,sequencial,40,44,1.913116,205828
rest,sequencial,60,44,2.059739,306105
rest,sequencial,80,44,2.834799,407735
rest,sequencial,100,45,3.254513,508819
rest,sequencial,20,55,1.172218,102666
rest,sequencial,40,55,1.548445,205828
rest,sequencial,60,55,2.167492,306105
rest,sequencial,80,55,2.359863,407735
rest,sequencial,100,56,2.753734,508819
rest,sequencial,20,64,1.232705,102666
rest,sequencial,40,64,1.45953,205828
rest,sequencial,60,64,2.120902,306105
rest,sequencial,80,64,3.237049,407735
rest,sequencial,100,65,2.918576,508819
graphql,sequencial,20,198,1.13644,2827
graphql,sequencial,40,198,1.096299,5675
graphql,sequencial,60,198,1.61323,8457
graphql,sequencial,80,198,1.790378,11069
graphql,sequencial,100,199,2.065866,13903
graphql,sequencial,20,218,0.727547,32
graphql,sequencial,40,218,0.724206,32
graphql,sequencial,60,218,0.71766,32
graphql,sequencial,80,218,0.732315,32
graphql,sequencial,100,219,0.898918,32
graphql,sequencial,20,229,1.049438,32
graphql,sequencial,40,229,0.539733,32
graphql,sequencial,60,229,0.569278,32
graphql,sequencial,80,229,0.586958,32
graphql,sequencial,100,230,0.601482,32
graphql,sequencial,20,238,0.589492,32
graphql,sequencial,40,238,0.64265,32
graphql,sequencial,60,238,0.615849,32
graphql,sequencial,80,238,0.5951,32
graphql,sequencial,100,239,0.618204,32
rest,paralelo,20,24,1.753256,103493
rest,paralelo,40,24,1.722012,207283
rest,paralelo,60,24,2.057958,310012
rest,paralelo,80,24,2.762577,409725
rest,paralelo,100,25,2.946732,514141
rest,paralelo,20,44,1.042911,102666
rest,paralelo,40,44,1.508842,205828
rest,paralelo,60,44,2.005224,306105
rest,paralelo,80,44,3.23741,407735
rest,paralelo,100,45,3.110338,508819
rest,paralelo,20,55,1.278745,102666
rest,paralelo,40,55,1.728466,205828
rest,paralelo,60,55,1.985772,306105
rest,paralelo,80,55,2.15144,407735
rest,paralelo,100,56,3.106505,508819
rest,paralelo,20,64,1.078896,102666
rest,paralelo,40,64,1.56542,205828
rest,paralelo,60,64,1.969816,306105
rest,paralelo,80,64,2.613895,407735
rest,paralelo,100,65,3.003388,508819
graphql,paralelo,20,198,0.821218,2827
graphql,paralelo,40,198,1.121056,5675
graphql,paralelo,60,198,1.590771,8457
graphql,paralelo,80,198,1.622485,11069
graphql,paralelo,100,199,1.642328,13903
graphql,paralelo,20,218,0.582709,32
graphql,paralelo,40,218,0.567368,32
graphql,paralelo,60,218,0.614143,32
graphql,paralelo,80,218,0.597562,32
graphql,paralelo,100,219,0.665198,32
graphql,paralelo,20,229,0.598462,32
graphql,paralelo,40,229,0.585215,32
graphql,paralelo,60,229,0.772068,32
graphql,paralelo,80,229,0.600834,32
graphql,paralelo,100,230,0.603601,32
graphql,paralelo,20,238,0.599584,32
graphql,paralelo,40,238,0.741637,32
graphql,paralelo,60,238,0.909521,32
graphql,paralelo,80,238,0.587133,32
graphql,paralelo,100,239,0.610696,32
rest,sequencial,20,24,1.066401,103493
rest,sequencial,40,24,1.574115,207283
rest,sequencial,60,24,2.497416,310012
rest,sequencial,80,24,3.266022,409725
rest,sequencial,100,25,2.737466,514141
rest,sequencial,20,44,1.09783,102666
rest,sequencial,40,44,1.508415,205828
rest,sequencial,60,44,2.180563,306105
rest,sequencial,80,44,2.456391,407735
rest,sequencial,100,45,3.060743,508819
rest,sequencial,20,55,1.424745,102666
rest,sequencial,40,55,1.532486,205828
rest,sequencial,60,55,2.58953,306105
rest,sequencial,80,55,2.563355,407735
rest,sequencial,100,56,3.000533,508819
rest,sequencial,20,64,1.065891,102666
rest,sequencial,40,64,1.414306,205828
rest,sequencial,60,64,2.315593,306105
rest,sequencial,80,64,2.356616,407735
rest,sequencial,100,65,3.634028,508819
graphql,sequencial,20,198,0.972877,2827
graphql,sequencial,40,198,1.039384,5675
graphql,sequencial,60,198,1.236969,8457
graphql,sequencial,80,198,1.470767,11069
graphql,sequencial,100,199,1.799894,13903
graphql,sequencial,20,218,0.614912,32
graphql,sequencial,40,218,0.610533,32
graphql,sequencial,60,218,0.587754,32
graphql,sequencial,80,218,0.57723,32
graphql,sequencial,100,219,0.618948,32
graphql,sequencial,20,229,0.550229,32
graphql,sequencial,40,229,0.656572,32
graphql,sequencial,60,229,0.585367,32
graphql,sequencial,80,229,0.581812,32
graphql,sequencial,100,230,0.559323,32
graphql,sequencial,20,238,0.555196,32
graphql,sequencial,40,238,0.589037,32
graphql,sequencial,60,238,0.587228,32
graphql,sequencial,80,238,0.610416,32
graphql,sequencial,100,239,0.613263,32
rest,paralelo,20,24,1.145684,103493
rest,paralelo,40,24,2.149685,207283
rest,paralelo,60,24,2.271236,310012
rest,paralelo,80,24,2.524863,409725
rest,paralelo,100,25,2.56472,514141
rest,paralelo,20,44,1.00009,102666
rest,paralelo,40,44,1.555407,205828
rest,paralelo,60,44,1.942605,306105
rest,paralelo,80,44,2.680714,407735
rest,paralelo,100,45,2.809227,508819
rest,paralelo,20,55,1.649642,102666
rest,paralelo,40,55,2.096277,205828
rest,paralelo,60,55,3.012032,306105
rest,paralelo,80,55,3.013141,407735
rest,paralelo,100,56,3.176296,508819
rest,paralelo,20,64,1.426274,102666
rest,paralelo,40,64,1.95839,205828
rest,paralelo,60,64,3.073764,306105
rest,paralelo,80,64,2.575419,407735
rest,paralelo,100,65,2.719357,508819
graphql,paralelo,20,198,0.861033,2827
graphql,paralelo,40,198,1.14853,5675
graphql,paralelo,60,198,1.390874,8457
graphql,paralelo,80,198,1.64584,11249
graphql,paralelo,100,199,1.771408,13903
graphql,paralelo,20,218,0.775457,32
graphql,paralelo,40,218,0.766799,32
graphql,paralelo,60,218,0.838718,32
graphql,paralelo,80,218,0.781042,32
graphql,paralelo,100,219,0.536398,32
graphql,paralelo,20,229,1.278641,32
graphql,paralelo,40,229,0.783585,32
graphql,paralelo,60,229,0.568169,32
graphql,paralelo,80,229,0.790466,32
graphql,paralelo,100,230,0.832919,32
graphql,paralelo,20,238,0.821629,32
graphql,paralelo,40,238,0.979772,32
graphql,paralelo,60,238,0.770631,32
graphql,paralelo,80,238,0.525025,32
graphql,paralelo,100,239,0.568965,32
rest,sequencial,20,24,1.442459,103493
rest,sequencial,40,24,1.552398,207283
rest,sequencial,60,24,2.276549,310012
rest,sequencial,80,24,2.469694,409725
rest,sequencial,100,25,2.680721,514141
rest,sequencial,20,44,1.029839,102666
rest,sequencial,40,44,1.784514,205828
rest,sequencial,60,44,2.279475,306105
rest,sequencial,80,44,2.492568,407735
rest,sequencial,100,45,2.849504,508819
rest,sequencial,20,55,1.252005,102666
rest,sequencial,40,55,1.668568,205828
rest,sequencial,60,55,2.314368,306105
rest,sequencial,80,55,2.510527,407735
rest,sequencial,100,56,2.929207,508819
rest,sequencial,20,64,1.597745,102666
rest,sequencial,40,64,1.767599,205828
rest,sequencial,60,64,2.281451,306105
rest,sequencial,80,64,2.413665,407735
rest,sequencial,100,65,2.850906,508819
graphql,sequencial,20,198,0.831259,2827
graphql,sequencial,40,198,1.38828,5675
graphql,sequencial,60,198,1.698631,8457
graphql,sequencial,80,198,1.594128,11069
graphql,sequencial,100,199,1.793988,13903
graphql,sequencial,20,218,0.571822,32
graphql,sequencial,40,218,0.517568,32
graphql,sequencial,60,218,0.559448,32
graphql,sequencial,80,218,0.816518,32
graphql,sequencial,100,219,0.594146,32
graphql,sequencial,20,229,0.5912,32
graphql,sequencial,40,229,0.586503,32
graphql,sequencial,60,229,0.835317,32
graphql,sequencial,80,229,0.541748,32
graphql,sequencial,100,230,0.571364,32
graphql,sequencial,20,238,0.63509,32
graphql,sequencial,40,238,0.637928,32
graphql,sequencial,60,238,0.659332,32
graphql,sequencial,80,238,0.599764,32
graphql,sequencial,100,239,0.56203,32
rest,paralelo,20,24,1.139426,103493
rest,paralelo,40,24,1.598758,207283
rest,paralelo,60,24,1.92303,310012
rest,paralelo,80,24,2.18388,409725
rest,paralelo,100,25,2.853365,514141
rest,paralelo,20,44,1.487407,102666
rest,paralelo,40,44,1.503658,205828
rest,paralelo,60,44,2.20122,306105
rest,paralelo,80,44,2.473612,407735
rest,paralelo,100,45,2.949317,508819
rest,paralelo,20,55,1.109926,102666
rest,paralelo,40,55,1.368076,205828
rest,paralelo,60,55,2.051351,306105
rest,paralelo,80,55,2.341653,407735
rest,paralelo,100,56,3.011509,508819
rest,paralelo,20,64,1.036641,102666
rest,paralelo,40,64,1.538366,205828
rest,paralelo,60,64,1.973973,306105
rest,paralelo,80,64,2.85723,407735
rest,paralelo,100,65,3.29003,508819
graphql,paralelo,20,198,0.88667,2827
graphql,paralelo,40,198,1.178696,5675
graphql,paralelo,60,198,1.377577,8457
graphql,paralelo,80,198,1.640664,11069
graphql,paralelo,100,199,1.651244,13903
graphql,paralelo,20,218,0.570776,32
graphql,paralelo,40,218,0.553928,32
graphql,paralelo,60,218,0.546802,32
graphql,paralelo,80,218,0.681609,32
graphql,paralelo,100,219,0.527493,32
graphql,paralelo,20,229,0.572019,32
graphql,paralelo,40,229,0.555639,32
graphql,paralelo,60,229,0.563087,32
graphql,paralelo,80,229,0.614274,32
graphql,paralelo,100,230,0.568957,32
graphql,paralelo,20,238,0.575134,32
graphql,paralelo,40,238,0.553003,32
graphql,paralelo,60,238,0.594525,32
graphql,paralelo,80,238,0.574269,32
graphql,paralelo,100,239,0.602798,32
rest,sequencial,20,24,1.037953,103493
rest,sequencial,40,24,1.379381,207283
rest,sequencial,60,24,1.777063,310012
rest,sequencial,80,24,2.226695,409725
rest,sequencial,100,25,2.760757,514141
rest,sequencial,20,44,1.213505,102666
rest,sequencial,40,44,1.439567,205828
rest,sequencial,60,44,2.019499,306105
rest,sequencial,80,44,2.355334,407735
rest,sequencial,100,45,4.330178,508819
rest,sequencial,20,55,1.461987,102666
rest,sequencial,40,55,1.969116,205828
rest,sequencial,60,55,2.103291,306105
rest,sequencial,80,55,2.648775,407735
rest,sequencial,100,56,2.753765,508819
rest,sequencial,20,64,1.282377,102666
rest,sequencial,40,64,1.927131,205828
rest,sequencial,60,64,2.315229,306105
rest,sequencial,80,64,2.575,407735
rest,sequencial,100,65,2.798496,508819
graphql,sequencial,20,198,1.019876,2827
graphql,sequencial,40,198,1.280744,5675
graphql,sequencial,60,198,1.766859,8457
graphql,sequencial,80,198,1.821584,11069
graphql,sequencial,100,199,2.297804,13903
graphql,sequencial,20,218,0.561047,32
graphql,sequencial,40,218,0.562444,32
graphql,sequencial,60,218,0.55899,32
graphql,sequencial,80,218,0.805947,32
graphql,sequencial,100,219,0.721444,32
graphql,sequencial,20,229,0.550799,32
graphql,sequencial,40,229,0.803806,32
graphql,sequencial,60,229,0.541351,32
graphql,sequencial,80,229,0.510094,32
graphql,sequencial,100,230,0.534654,32
graphql,sequencial,20,238,0.748291,32
graphql,sequencial,40,238,0.563881,32
graphql,sequencial,60,238,0.549125,32
graphql,sequencial,80,238,0.56876,32
graphql,sequencial,100,239,0.568546,32
rest,paralelo,20,24,1.684349,103493
rest,paralelo,40,24,1.710567,207283
rest,paralelo,60,24,1.849912,310012
rest,paralelo,80,24,2.417352,409725
rest,paralelo,100,25,3.00379,514141
rest,paralelo,20,44,3.008941,102666
rest,paralelo,40,44,2.228244,205828
rest,paralelo,60,44,2.693828,306105
rest,paralelo,80,44,2.521807,407735
rest,paralelo,100,45,2.68029,508819
rest,paralelo,20,55,1.651755,102666
rest,paralelo,40,55,1.686258,205828
rest,paralelo,60,55,1.962375,306105
rest,paralelo,80,55,2.158085,407735
rest,paralelo,100,56,2.569167,508819
rest,paralelo,20,64,1.181424,102666
rest,paralelo,40,64,1.467202,205828
rest,paralelo,60,64,1.837712,306105
rest,paralelo,80,64,2.901976,407735
rest,paralelo,100,65,3.087634,508819
graphql,paralelo,20,198,0.939091,2827
graphql,paralelo,40,198,1.435467,5675
graphql,paralelo,60,198,1.380234,8457
graphql,paralelo,80,198,1.669434,11069
graphql,paralelo,100,199,1.904886,13903
graphql,paralelo,20,218,0.571118,32
graphql,paralelo,40,218,0.526971,32
graphql,paralelo,60,218,0.808269,32
graphql,paralelo,80,218,0.551106,32
graphql,paralelo,100,219,0.542008,32
graphql,paralelo,20,229,0.540512,32
graphql,paralelo,40,229,0.571481,32
graphql,paralelo,60,229,0.578232,32
graphql,paralelo,80,229,0.570956,32
graphql,paralelo,100,230,0.489075,32
graphql,paralelo,20,238,0.584254,32
graphql,paralelo,40,238,0.607987,32
graphql,paralelo,60,238,0.599681,32
graphql,paralelo,80,238,0.569158,32
graphql,paralelo,100,239,0.588673,32
rest,sequencial,20,24,1.096796,103493
rest,sequencial,40,24,1.801463,207283
rest,sequencial,60,24,2.800588,310012
rest,sequencial,80,24,2.339369,409725
rest,sequencial,100,25,3.205487,514141
rest,sequencial,20,44,1.166173,102666
rest,sequencial,40,44,1.458545,205828
rest,sequencial,60,44,2.037583,306105
rest,sequencial,80,44,2.707765,407735
rest,sequencial,100,45,3.270572,508819
rest,sequencial,20,55,1.130836,102666
rest,sequencial,40,55,1.411086,205828
rest,sequencial,60,55,2.054397,306105
rest,sequencial,80,55,2.320694,407735
rest,sequencial,100,56,2.808938,508819
rest,sequencial,20,64,1.156307,102666
rest,sequencial,40,64,1.713011,205828
rest,sequencial,60,64,2.104698,306105
rest,sequencial,80,64,2.267047,407735
rest,sequencial,100,65,2.968006,508819
graphql,sequencial,20,198,0.870151,2827
graphql,sequencial,40,198,0.997526,5675
graphql,sequencial,60,198,1.557242,8457
graphql,sequencial,80,198,1.529228,11069
graphql,sequencial,100,199,1.992046,13903
graphql,sequencial,20,218,0.562721,32
graphql,sequencial,40,218,0.561512,32
graphql,sequencial,60,218,0.585909,32
graphql,sequencial,80,218,0.512774,32
graphql,sequencial,100,219,0.53664,32
graphql,sequencial,20,229,0.584814,32
graphql,sequencial,40,229,0.543812,32
graphql,sequencial,60,229,0.591299,32
graphql,sequencial,80,229,0.563079,32
graphql,sequencial,100,230,0.588333,32
graphql,sequencial,20,238,0.555744,32
graphql,sequencial,40,238,0.552345,32
graphql,sequencial,60,238,0.592378,32
graphql,sequencial,80,238,0.735684,32
graphql,sequencial,100,239,0.758458,32
rest,paralelo,20,24,1.091887,103493
rest,paralelo,40,24,1.488475,207283
rest,paralelo,60,24,1.938066,310012
rest,paralelo,80,24,2.403584,409725
rest,paralelo,100,25,3.151093,514141
rest,paralelo,20,44,1.191226,102666
rest,paralelo,40,44,1.530602,205828
rest,paralelo,60,44,2.066931,306105
rest,paralelo,80,44,2.374826,407735
rest,paralelo,100,45,2.845504,508819
rest,paralelo,20,55,1.080067,102666
rest,paralelo,40,55,1.589239,205828
rest,paralelo,60,55,2.053659,306105
rest,paralelo,80,55,2.501048,407735
rest,paralelo,100,56,2.989706,508819
rest,paralelo,20,64,1.349998,102666
rest,paralelo,40,64,1.500743,205828
rest,paralelo,60,64,2.031432,306105
rest,paralelo,80,64,3.123378,407735
rest,paralelo,100,65,3.484242,508819
graphql,paralelo,20,198,1.016483,2827
graphql,paralelo,40,198,1.171488,5675
graphql,paralelo,60,198,1.34168,8457
graphql,paralelo,80,198,2.048729,11069
graphql,paralelo,100,199,1.759046,13903
graphql,paralelo,20,218,0.568611,32
graphql,paralelo,40,218,0.520024,32
graphql,paralelo,60,218,0.558697,32
graphql,paralelo,80,218,0.554509,32
graphql,paralelo,100,219,0.580296,32
graphql,paralelo,20,229,0.585057,32
graphql,paralelo,40,229,0.54764,32
graphql,paralelo,60,229,0.539916,32
graphql,paralelo,80,229,0.544258,32
graphql,paralelo,100,230,0.539757,32
graphql,paralelo,20,238,0.548326,32
graphql,paralelo,40,238,0.559237,32
graphql,paralelo,60,238,0.542148,32
graphql,paralelo,80,238,0.539274,32
graphql,paralelo,100,239,0.59634,32
rest,sequencial,20,24,1.070287,103493
rest,sequencial,40,24,1.539781,207283
rest,sequencial,60,24,2.330842,310012
rest,sequencial,80,24,2.358155,409725
rest,sequencial,100,25,2.666049,514141
rest,sequencial,20,44,1.037028,102666
rest,sequencial,40,44,1.582794,205828
rest,sequencial,60,44,1.722983,306105
rest,sequencial,80,44,2.706094,407735
rest,sequencial,100,45,3.388901,508819
rest,sequencial,20,55,1.136184,102666
rest,sequencial,40,55,1.423314,205828
rest,sequencial,60,55,1.889675,306105
rest,sequencial,80,55,2.26287,407735
rest,sequencial,100,56,2.918486,508819
rest,sequencial,20,64,1.017559,102666
rest,sequencial,40,64,1.474485,205828
rest,sequencial,60,64,1.97851,306105
