tipo_de_api,tip_execucao,qtd_itens,tamanho_query,tempo_de_resposta,tamanho_body_resposta
rest,sequencial,80,64,2.253278,407735
rest,sequencial,100,65,2.889634,508819
graphql,sequencial,20,198,0.896693,2827
graphql,sequencial,40,198,1.18431,5675
graphql,sequencial,60,198,1.303102,8457
graphql,sequencial,80,198,1.405321,11069
graphql,sequencial,100,199,2.03797,13903
graphql,sequencial,20,218,0.761306,32
graphql,sequencial,40,218,0.607848,32
graphql,sequencial,60,218,0.636497,32
graphql,sequencial,80,218,0.624107,32
graphql,sequencial,100,219,0.576604,32
graphql,sequencial,20,229,0.545366,32
graphql,sequencial,40,229,0.552932,32
graphql,sequencial,60,229,0.595056,32
graphql,sequencial,80,229,0.808457,32
graphql,sequencial,100,230,0.708605,32
graphql,sequencial,20,238,0.705996,32
graphql,sequencial,40,238,0.54657,32
graphql,sequencial,60,238,0.50113,32
graphql,sequencial,80,238,0.546166,32
graphql,sequencial,100,239,0.574323,32
rest,paralelo,20,24,1.075475,103493
rest,paralelo,40,24,1.520546,207283
rest,paralelo,60,24,1.861001,310012
rest,paralelo,80,24,2.437936,409725
rest,paralelo,100,25,2.452235,514141
rest,paralelo,20,44,1.011481,102666
rest,paralelo,40,44,1.39871,205828
rest,paralelo,60,44,1.933147,306105
rest,paralelo,80,44,3.191886,407735
rest,paralelo,100,45,3.094092,508819
rest,paralelo,20,55,1.141751,102666
rest,paralelo,40,55,1.751968,205828
rest,paralelo,60,55,2.186631,306105
rest,paralelo,80,55,2.739796,407735
rest,paralelo,100,56,2.828686,508819
rest,paralelo,20,64,1.347318,102666
rest,paralelo,40,64,1.693354,205828
rest,paralelo,60,64,2.220005,306105
rest,paralelo,80,64,2.759476,407735
rest,paralelo,100,65,2.859294,508819
graphql,paralelo,20,198,1.195065,2827
graphql,paralelo,40,198,1.29126,5675
graphql,paralelo,60,198,1.553856,8457
graphql,paralelo,80,198,1.715643,11069
graphql,paralelo,100,199,1.652396,13903
graphql,paralelo,20,218,0.767226,32
graphql,paralelo,40,218,0.822279,32
graphql,paralelo,60,218,0.575991,32
graphql,paralelo,80,218,0.544321,32
graphql,paralelo,100,219,0.544762,32
graphql,paralelo,20,229,0.829778,32
graphql,paralelo,40,229,0.767791,32
graphql,paralelo,60,229,0.791166,32
graphql,paralelo,80,229,0.52554,32
graphql,paralelo,100,230,0.705903,32
graphql,paralelo,20,238,0.51316,32
graphql,paralelo,40,238,0.720531,32
graphql,paralelo,60,238,0.51693,32
graphql,paralelo,80,238,0.532319,32
graphql,paralelo,100,239,0.711447,32
rest,sequencial,20,24,1.063835,103493
rest,sequencial,40,24,1.498882,207283
rest,sequencial,60,24,1.972858,310012
rest,sequencial,80,24,4.432758,409725
rest,sequencial,100,25,3.663217,514141
rest,sequencial,20,44,1.054874,102666
rest,sequencial,40,44,1.651825,205828
rest,sequencial,60,44,2.1894,306105
rest,sequencial,80,44,2.721907,407735
rest,sequencial,100,45,3.08434,508819
rest,sequencial,20,55,1.334003,102666
rest,sequencial,40,55,1.571636,205828
rest,sequencial,60,55,2.096282,306105
rest,sequencial,80,55,2.61433,407735
rest,sequencial,100,56,2.998017,508819
rest,sequencial,20,64,1.064729,102666
rest,sequencial,40,64,2.201538,205828
rest,sequencial,60,64,2.973335,306105
rest,sequencial,80,64,2.854781,407735
rest,sequencial,100,65,3.243203,508819
graphql,sequencial,20,198,0.868068,2827
graphql,sequencial,40,198,1.120594,5675
graphql,sequencial,60,198,1.351099,8457
graphql,sequencial,80,198,1.55404,11069
graphql,sequencial,100,199,2.481811,13903
graphql,sequencial,20,218,0.680538,32
graphql,sequencial,40,218,0.718666,32
graphql,sequencial,60,218,0.779467,32
graphql,sequencial,80,218,0.727359,32
graphql,sequencial,100,219,0.553344,32
graphql,sequencial,20,229,0.541698,32
graphql,sequencial,40,229,0.562303,32
graphql,sequencial,60,229,0.560135,32
graphql,sequencial,80,229,0.704573,32
graphql,sequencial,100,230,0.635512,32
graphql,sequencial,20,238,1.178771,32
graphql,sequencial,40,238,0.527384,32
graphql,sequencial,60,238,0.826347,32
graphql,sequencial,80,238,0.558283,32
graphql,sequencial,100,239,0.577502,32
rest,paralelo,20,24,1.17665,103493
rest,paralelo,40,24,1.5023,207283
rest,paralelo,60,24,2.268468,310012
rest,paralelo,80,24,2.436385,409725
rest,paralelo,100,25,3.084337,514141
rest,paralelo,20,44,1.093671,102666
rest,paralelo,40,44,1.710851,205828
rest,paralelo,60,44,1.831844,306105
rest,paralelo,80,44,2.405466,407735
rest,paralelo,100,45,3.053798,508819
rest,paralelo,20,55,1.231309,102666
rest,paralelo,40,55,1.488452,205828
rest,paralelo,60,55,1.916198,306105
rest,paralelo,80,55,2.273618,407735
rest,paralelo,100,56,2.604079,508819
rest,paralelo,20,64,1.102273,102666
rest,paralelo,40,64,1.499363,205828
rest,paralelo,60,64,2.302032,306105
rest,paralelo,80,64,2.811647,407735
rest,paralelo,100,65,3.414168,508819
graphql,paralelo,20,198,0.85045,2827
graphql,paralelo,40,198,1.214388,5675
graphql,paralelo,60,198,1.300094,8457
graphql,paralelo,80,198,1.572768,11069
graphql,paralelo,100,199,1.677093,13903
graphql,paralelo,20,218,0.562481,32
graphql,paralelo,40,218,0.562047,32
graphql,paralelo,60,218,0.560288,32
graphql,paralelo,80,218,0.507162,32
graphql,paralelo,100,219,0.619609,32
graphql,paralelo,20,229,0.528152,32
graphql,paralelo,40,229,0.619683,32
graphql,paralelo,60,229,0.592909,32
graphql,paralelo,80,229,0.56054,32
graphql,paralelo,100,230,0.612507,32
graphql,paralelo,20,238,0.577828,32
graphql,paralelo,40,238,0.609931,32
graphql,paralelo,60,238,0.601233,32
graphql,paralelo,80,238,0.55054,32
graphql,paralelo,100,239,0.61669,32
rest,sequencial,20,24,1.052768,103493
rest,sequencial,40,24,1.571299,207283
rest,sequencial,60,24,1.778262,310012
rest,sequencial,80,24,2.873333,409725
rest,sequencial,100,25,3.227842,514141
rest,sequencial,20,44,1.051811,102666
rest,sequencial,40,44,1.539277,205828
rest,sequencial,60,44,2.052615,306105
rest,sequencial,80,44,2.661836,407735
rest,sequencial,100,45,2.743334,508819
rest,sequencial,20,55,1.336102,102666
rest,sequencial,40,55,1.646443,205828
rest,sequencial,60,55,2.110566,306105
rest,sequencial,80,55,2.196583,407735
rest,sequencial,100,56,2.719113,508819
rest,sequencial,20,64,1.089331,102666
rest,sequencial,40,64,1.633237,205828
rest,sequencial,60,64,1.954896,306105
rest,sequencial,80,64,2.299575,407735
rest,sequencial,100,65,3.033828,508819
graphql,sequencial,20,198,0.986213,2827
graphql,sequencial,40,198,1.20753,5675
graphql,sequencial,60,198,1.375098,8457
graphql,sequencial,80,198,2.127437,11069
graphql,sequencial,100,199,2.006989,13903
graphql,sequencial,20,218,1.029503,32
graphql,sequencial,40,218,0.584327,32
graphql,sequencial,60,218,0.779341,32
graphql,sequencial,80,218,0.536382,32
graphql,sequencial,100,219,1.081419,32
graphql,sequencial,20,229,0.94217,32
graphql,sequencial,40,229,0.530866,32
graphql,sequencial,60,229,0.569123,32
graphql,sequencial,80,229,0.58853,32
graphql,sequencial,100,230,0.587739,32
graphql,sequencial,20,238,0.567789,32
graphql,sequencial,40,238,0.548688,32
graphql,sequencial,60,238,0.534715,32
graphql,sequencial,80,238,0.575268,32
graphql,sequencial,100,239,0.642204,32
rest,paralelo,20,24,1.233969,103493
rest,paralelo,40,24,1.501741,207283
rest,paralelo,60,24,3.107139,310012
rest,paralelo,80,24,2.478869,409725
rest,paralelo,100,25,3.052464,514141
rest,paralelo,20,44,1.22547,102666
rest,paralelo,40,44,1.493615,205828
rest,paralelo,60,44,2.189439,306105
rest,paralelo,80,44,2.645019,407735
rest,paralelo,100,45,2.759771,508819
rest,paralelo,20,55,1.17136,102666
rest,paralelo,40,55,1.519919,205828
rest,paralelo,60,55,1.965178,306105
rest,paralelo,80,55,3.093444,407735
rest,paralelo,100,56,3.22541,508819
rest,paralelo,20,64,1.119268,102666
rest,paralelo,40,64,2.099335,205828
rest,paralelo,60,64,2.027045,306105
rest,paralelo,80,64,2.371742,407735
rest,paralelo,100,65,2.784071,508819
graphql,paralelo,20,198,0.8363,2827
graphql,paralelo,40,198,1.14619,5675
graphql,paralelo,60,198,1.288186,8457
graphql,paralelo,80,198,1.594224,11069
graphql,paralelo,100,199,1.70572,13903
graphql,paralelo,20,218,0.539776,32
graphql,paralelo,40,218,0.523564,32
graphql,paralelo,60,218,0.545768,32
graphql,paralelo,80,218,0.548318,32
graphql,paralelo,100,219,0.581538,32
graphql,paralelo,20,229,0.586874,32
graphql,paralelo,40,229,0.606812,32
graphql,paralelo,60,229,0.503009,32
graphql,paralelo,80,229,0.527958,32
graphql,paralelo,100,230,0.543336,32
graphql,paralelo,20,238,0.553222,32
graphql,paralelo,40,238,0.563905,32
graphql,paralelo,60,238,0.637639,32
graphql,paralelo,80,238,0.542252,32
graphql,paralelo,100,239,0.562811,32
rest,sequencial,20,24,1.102866,103493
rest,sequencial,40,24,1.723258,207283
rest,sequencial,60,24,2.015072,310012
rest,sequencial,80,24,2.642231,409725
rest,sequencial,100,25,3.266996,514141
rest,sequencial,20,44,1.179807,102666
rest,sequencial,40,44,1.632586,205828
rest,sequencial,60,44,1.87488,306105
rest,sequencial,80,44,2.339,407735
rest,sequencial,100,45,2.728406,508819
rest,sequencial,20,55,0.963035,102666
rest,sequencial,40,55,1.622932,205828
rest,sequencial,60,55,1.946752,306105
rest,sequencial,80,55,2.264932,407735
rest,sequencial,100,56,2.776755,508819
rest,sequencial,20,64,1.114268,102666
rest,sequencial,40,64,1.952926,205828
rest,sequencial,60,64,2.590391,306105
rest,sequencial,80,64,2.935212,407735
rest,sequencial,100,65,3.023154,508819
graphql,sequencial,20,198,0.996292,2827
graphql,sequencial,40,198,1.143692,5675
graphql,sequencial,60,198,1.444493,8457
graphql,sequencial,80,198,1.56621,11069
graphql,sequencial,100,199,1.573558,13903
graphql,sequencial,20,218,0.541955,32
graphql,sequencial,40,218,0.575209,32
graphql,sequencial,60,218,0.565067,32
graphql,sequencial,80,218,0.547964,32
graphql,sequencial,100,219,0.58503,32
graphql,sequencial,20,229,0.674679,32
graphql,sequencial,40,229,0.580458,32
graphql,sequencial,60,229,0.602611,32
graphql,sequencial,80,229,0.632328,32
graphql,sequencial,100,230,0.590178,32
graphql,sequencial,20,238,0.520291,32
graphql,sequencial,40,238,0.612378,32
graphql,sequencial,60,238,0.584571,32
graphql,sequencial,80,238,0.590395,32
graphql,sequencial,100,239,0.568049,32
rest,paralelo,20,24,1.193341,103493
rest,paralelo,40,24,1.473857,207283
rest,paralelo,60,24,1.978784,310012
rest,paralelo,80,24,2.287699,409725
rest,paralelo,100,25,3.058452,514141
rest,paralelo,20,44,1.10125,102666
rest,paralelo,40,44,1.604093,205828
rest,paralelo,60,44,1.884364,306105
rest,paralelo,80,44,2.253073,407735
rest,paralelo,100,45,2.767622,508819
rest,paralelo,20,55,1.044905,102666
rest,paralelo,40,55,1.513056,205828
rest,paralelo,60,55,2.193108,306105
rest,paralelo,80,55,2.966831,407735
rest,paralelo,100,56,2.898832,508819
rest,paralelo,20,64,1.181121,102666
rest,paralelo,40,64,1.748028,205828
rest,paralelo,60,64,2.062459,306105
rest,paralelo,80,64,2.083743,407735
rest,paralelo,100,65,3.064691,508819
graphql,paralelo,20,198,0.875258,2827
graphql,paralelo,40,198,1.290858,5675
graphql,paralelo,60,198,1.412735,8457
graphql,paralelo,80,198,2.448964,11069
graphql,paralelo,100,199,2.542974,13903
graphql,paralelo,20,218,0.550817,32
graphql,paralelo,40,218,0.534269,32
graphql,paralelo,60,218,0.592738,32
graphql,paralelo,80,218,0.706165,32
graphql,paralelo,100,219,0.593486,32
graphql,paralelo,20,229,0.63042,32
graphql,paralelo,40,229,0.834739,32
graphql,paralelo,60,229,0.803832,32
graphql,paralelo,80,229,0.583737,32
graphql,paralelo,100,230,0.581012,32
graphql,paralelo,20,238,0.535859,32
graphql,paralelo,40,238,0.57568,32
graphql,paralelo,60,238,0.55252,32
graphql,paralelo,80,238,0.702485,32
graphql,paralelo,100,239,0.812506,32
rest,sequencial,20,24,1.136248,103493
rest,sequencial,40,24,1.607326,207283
rest,sequencial,60,24,2.065194,310012
rest,sequencial,80,24,2.741896,409725
rest,sequencial,100,25,2.713735,514141
rest,sequencial,20,44,1.104448,102666
rest,sequencial,40,44,1.616269,205828
rest,sequencial,60,44,2.138866,306105
rest,sequencial,80,44,2.53503,407735
rest,sequencial,100,45,2.810968,508819
rest,sequencial,20,55,1.112737,102666
rest,sequencial,40,55,1.646252,205828
rest,sequencial,60,55,2.284974,306105
rest,sequencial,80,55,2.500223,407735
rest,sequencial,100,56,2.678422,508819
rest,sequencial,20,64,1.170468,102666
rest,sequencial,40,64,1.516911,205828
rest,sequencial,60,64,2.050787,306105
rest,sequencial,80,64,2.375787,407735
rest,sequencial,100,65,2.724349,508819
graphql,sequencial,20,198,0.890786,2827
graphql,sequencial,40,198,1.084752,5675
graphql,sequencial,60,198,1.351658,8457
graphql,sequencial,80,198,1.528738,11069
graphql,sequencial,100,199,1.815599,13903
graphql,sequencial,20,218,0.549321,32
graphql,sequencial,40,218,0.56839,32
graphql,sequencial,60,218,0.567421,32
graphql,sequencial,80,218,0.84368,32
graphql,sequencial,100,219,0.83596,32
graphql,sequencial,20,229,0.715942,32
graphql,sequencial,40,229,0.878987,32
graphql,sequencial,60,229,0.551641,32
graphql,sequencial,80,229,0.588706,32
graphql,sequencial,100,230,0.585526,32
graphql,sequencial,20,238,0.755012,32
graphql,sequencial,40,238,0.550844,32
graphql,sequencial,60,238,0.686894,32
graphql,sequencial,80,238,0.577297,32
graphql,sequencial,100,239,0.586582,32
rest,paralelo,20,24,1.045461,103493
rest,paralelo,40,24,1.59016,207283
rest,paralelo,60,24,1.899768,310012
rest,paralelo,80,24,2.24456,409725
rest,paralelo,100,25,2.581593,514141
rest,paralelo,20,44,1.333912,102666
rest,paralelo,40,44,1.521068,205828
rest,paralelo,60,44,1.911722,306105
rest,paralelo,80,44,2.582012,407735
rest,paralelo,100,45,3.173393,508819
rest,paralelo,20,55,1.18202,102666
rest,paralelo,40,55,1.677605,205828
rest,paralelo,60,55,2.108791,306105
rest,paralelo,80,55,2.384837,407735
rest,paralelo,100,56,2.941008,508819
rest,paralelo,20,64,1.145379,102666
rest,paralelo,40,64,3.036227,205828
rest,paralelo,60,64,2.030017,306105
rest,paralelo,80,64,2.34706,407735
rest,paralelo,100,65,2.728723,508819
graphql,paralelo,20,198,1.122828,2827
graphql,paralelo,40,198,1.084455,5675
graphql,paralelo,60,198,1.814182,8457
graphql,paralelo,80,198,1.744972,11069
graphql,paralelo,100,199,1.734483,13903
graphql,paralelo,20,218,0.553354,32
graphql,paralelo,40,218,0.558934,32
graphql,paralelo,60,218,0.593534,32
graphql,paralelo,80,218,0.600599,32
graphql,paralelo,100,219,0.566842,32
graphql,paralelo,20,229,0.528656,32
graphql,paralelo,40,229,0.60957,32
graphql,paralelo,60,229,0.546057,32
graphql,paralelo,80,229,0.560547,32
graphql,paralelo,100,230,0.752782,32
graphql,paralelo,20,238,0.584402,32
graphql,paralelo,40,238,0.58416,32
graphql,paralelo,60,238,0.606712,32
graphql,paralelo,80,238,0.585882,32
graphql,paralelo,100,239,0.758015,32
rest,sequencial,20,24,1.108617,103493
rest,sequencial,40,24,1.516423,207283
rest,sequencial,60,24,1.779104,310012
rest,sequencial,80,24,3.093714,409725
rest,sequencial,100,25,2.77305,514141
rest,sequencial,20,44,1.436725,102666
rest,sequencial,40,44,1.670713,205828
rest,sequencial,60,44,1.961301,306105
rest,sequencial,80,44,2.43717,407735
rest,sequencial,100,45,3.082811,508819
rest,sequencial,20,55,1.093375,102666
rest,sequencial,40,55,1.470641,205828
rest,sequencial,60,55,1.890228,306105
rest,sequencial,80,55,2.70953,407735
rest,sequencial,100,56,2.68008,508819
rest,sequencial,20,64,1.126418,102666
rest,sequencial,40,64,1.676867,205828
rest,sequencial,60,64,2.14766,306105
rest,sequencial,80,64,2.930133,407735
rest,sequencial,100,65,3.740941,508819
graphql,sequencial,20,198,1.204747,2827
graphql,sequencial,40,198,1.274871,5675
graphql,sequencial,60,198,1.42475,8457
graphql,sequencial,80,198,1.50569,11069
graphql,sequencial,100,199,1.799117,13903
graphql,sequencial,20,218,0.626112,32
graphql,sequencial,40,218,0.556777,32
graphql,sequencial,60,218,0.523168,32
graphql,sequencial,80,218,0.577132,32
graphql,sequencial,100,219,0.630064,32
graphql,sequencial,20,229,0.580547,32
graphql,sequencial,40,229,0.573596,32
graphql,sequencial,60,229,1.071027,32
graphql,sequencial,80,229,0.566527,32
graphql,sequencial,100,230,0.533567,32
graphql,sequencial,20,238,0.672342,32
graphql,sequencial,40,238,0.645205,32
graphql,sequencial,60,238,1.140949,32
graphql,sequencial,80,238,1.224456,32
graphql,sequencial,100,239,0.596846,32
rest,paralelo,20,24,1.262545,103493
rest,paralelo,40,24,1.495761,207283
rest,paralelo,60,24,2.034762,310012
rest,paralelo,80,24,2.544948,409725
rest,paralelo,100,25,4.401533,514141
rest,paralelo,20,44,1.072389,102666
rest,paralelo,40,44,1.531463,205828
rest,paralelo,60,44,1.953192,306105
rest,paralelo,80,44,2.686463,407735
rest,paralelo,100,45,2.734285,508819
rest,paralelo,20,55,1.55951,102666
rest,paralelo,40,55,1.576487,205828
rest,paralelo,60,55,2.266512,306105
rest,paralelo,80,55,2.414462,407735
rest,paralelo,100,56,2.80523,508819
rest,paralelo,20,64,1.152189,102666
rest,paralelo,40,64,1.897034,205828
rest,paralelo,60,64,1.876875,306105
rest,paralelo,80,64,2.371255,407735
rest,paralelo,100,65,2.625066,508819
graphql,paralelo,20,198,0.879225,2827
graphql,paralelo,40,198,1.082211,5675
graphql,paralelo,60,198,1.283089,8457
graphql,paralelo,80,198,1.94553,11069
graphql,paralelo,100,199,1.797055,13903
graphql,paralelo,20,218,0.581388,32
graphql,paralelo,40,218,1.004926,32
graphql,paralelo,60,218,0.554988,32
graphql,paralelo,80,218,0.62825,32
graphql,paralelo,100,219,0.561805,32
graphql,paralelo,20,229,1.00698,32
graphql,paralelo,40,229,0.587812,32
graphql,paralelo,60,229,0.604892,32
graphql,paralelo,80,229,0.56692,32
graphql,paralelo,100,230,0.590277,32
graphql,paralelo,20,238,0.574488,32
graphql,paralelo,40,238,0.543889,32
graphql,paralelo,60,238,1.517515,32
graphql,paralelo,80,238,0.753046,32
graphql,paralelo,100,239,0.555583,32
rest,sequencial,20,24,1.253093,103493
rest,sequencial,40,24,1.492549,207283
rest,sequencial,60,24,1.908546,310012
rest,sequencial,80,24,2.36493,409725
rest,sequencial,100,25,2.64073,514141
rest,sequencial,20,44,1.101745,102666
rest,sequencial,40,44,2.560954,205828
rest,sequencial,60,44,2.271158,306105
rest,sequencial,80,44,3.507076,407735
rest,sequencial,100,45,3.826262,508819
rest,sequencial,20,55,1.172117,102666
rest,sequencial,40,55,1.476279,205828
rest,sequencial,60,55,2.010989,306105
rest,sequencial,80,55,2.31444,407735
rest,sequencial,100,56,2.892683,508819
rest,sequencial,20,64,1.163057,102666
rest,sequencial,40,64,1.69066,205828
rest,sequencial,60,64,3.116879,306105
rest,sequencial,80,64,3.267679,407735
rest,sequencial,100,65,3.493053,508819
graphql,sequencial,20,198,0.807131,2827
graphql,sequencial,40,198,1.063168,5675
graphql,sequencial,60,198,1.282446,8457
graphql,sequencial,80,198,1.812362,11069
graphql,sequencial,100,199,2.101252,13903
graphql,sequencial,20,218,0.574891,32
graphql,sequencial,40,218,0.592026,32
graphql,sequencial,60,218,1.069989,32
graphql,sequencial,80,218,0.578611,32
graphql,sequencial,100,219,0.564545,32
graphql,sequencial,20,229,0.590441,32
graphql,sequencial,40,229,0.548357,32
graphql,sequencial,60,229,0.537308,32
graphql,sequencial,80,229,0.587026,32
graphql,sequencial,100,230,0.578137,32
graphql,sequencial,20,238,0.545516,32
graphql,sequencial,40,238,0.694261,32
graphql,sequencial,60,238,0.630254,32
graphql,sequencial,80,238,0.611877,32
graphql,sequencial,100,239,0.572209,32
rest,paralelo,20,24,1.410287,103493
rest,paralelo,40,24,1.368101,207283
rest,paralelo,60,24,1.833583,310012
rest,paralelo,80,24,2.332577,409725
rest,paralelo,100,25,2.847676,514141
rest,paralelo,20,44,1.230658,102666
rest,paralelo,40,44,2.182668,205828
rest,paralelo,60,44,2.348692,306105
rest,paralelo,80,44,2.6424,407735
rest,paralelo,100,45,3.473364,508819
rest,paralelo,20,55,1.154752,102666
rest,paralelo,40,55,1.909745,205828
rest,paralelo,60,55,1.965279,306105
rest,paralelo,80,55,2.644752,407735
rest,paralelo,100,56,3.169792,508819
rest,paralelo,20,64,1.130057,102666
rest,paralelo,40,64,1.806381,205828
rest,paralelo,60,64,2.156914,306105
rest,paralelo,80,64,2.702148,407735
rest,paralelo,100,65,2.943792,508819
graphql,paralelo,20,198,0.908937,2827
graphql,paralelo,40,198,1.066521,5675
graphql,paralelo,60,198,1.280113,8457
graphql,paralelo,80,198,2.090398,11069
graphql,paralelo,100,199,1.909763,13903
graphql,paralelo,20,218,0.608939,32
graphql,paralelo,40,218,0.545666,32
graphql,paralelo,60,218,0.766828,32
graphql,paralelo,80,218,0.600026,32
graphql,paralelo,100,219,0.557453,32
graphql,paralelo,20,229,0.526463,32
graphql,paralelo,40,229,0.56552,32
graphql,paralelo,60,229,1.284859,32
graphql,paralelo,80,229,0.845204,32
graphql,paralelo,100,230,0.775507,32
graphql,paralelo,20,238,1.218315,32
graphql,paralelo,40,238,0.559099,32
graphql,paralelo,60,238,0.836176,32
graphql,paralelo,80,238,0.591182,32
graphql,paralelo,100,239,0.692913,32
rest,sequencial,20,24,1.381251,103493
rest,sequencial,40,24,3.734399,207283
rest,sequencial,60,24,2.029002,310012
rest,sequencial,80,24,2.478804,409725
rest,sequencial,100,25,2.681492,514141
rest,sequencial,20,44,1.066665,102666
rest,sequencial,40,44,1.63176,205828
rest,sequencial,60,44,2.229704,306105
rest,sequencial,80,44,2.791024,407735
rest,sequencial,100,45,2.686644,508819
rest,sequencial,20,55,1.314571,102666
rest,sequencial,40,55,1.513212,205828
rest,sequencial,60,55,1.923344,306105
rest,sequencial,80,55,2.490171,407735
rest,sequencial,100,56,3.50616,508819
rest,sequencial,20,64,1.148307,102666
rest,sequencial,40,64,1.684102,205828
rest,sequencial,60,64,2.120929,306105
rest,sequencial,80,64,2.367599,407735
rest,sequencial,100,65,2.960135,508819
graphql,sequencial,20,198,0.84019,2827
graphql,sequencial,40,198,1.290511,5675
graphql,sequencial,60,198,1.44602,8457
graphql,sequencial,80,198,1.575446,11069
graphql,sequencial,100,199,1.765383,13903
graphql,sequencial,20,218,0.554445,32
graphql,sequencial,40,218,0.58814,32
graphql,sequencial,60,218,0.811148,32
graphql,sequencial,80,218,0.543842,32
graphql,sequencial,100,219,0.5534,32
graphql,sequencial,20,229,0.580179,32
graphql,sequencial,40,229,0.539833,32
graphql,sequencial,60,229,0.575559,32
graphql,sequencial,80,229,0.76894,32
graphql,sequencial,100,230,0.598214,32
graphql,sequencial,20,238,0.587564,32
graphql,sequencial,40,238,0.595315,32
graphql,sequencial,60,238,0.579781,32
graphql,sequencial,80,238,0.637039,32
graphql,sequencial,100,239,0.767135,32
rest,paralelo,20,24,1.237889,103493
rest,paralelo,40,24,1.534438,207283
rest,paralelo,60,24,2.000578,310012
rest,paralelo,80,24,2.397077,409725
rest,paralelo,100,25,3.22204,514141
rest,paralelo,20,44,1.607031,102666
rest,paralelo,40,44,1.391633,205828
rest,paralelo,60,44,2.74654,306105
rest,paralelo,80,44,2.483561,407735
rest,paralelo,100,45,2.655709,508819
rest,paralelo,20,55,1.047291,102666
rest,paralelo,40,55,1.496957,205828
rest,paralelo,60,55,2.081665,306105
rest,paralelo,80,55,2.380388,407735
rest,paralelo,100,56,2.774412,508819
rest,paralelo,20,64,1.250639,102666
rest,paralelo,40,64,1.776961,205828
rest,paralelo,60,64,2.522604,306105
rest,paralelo,80,64,3.707924,407735
rest,paralelo,100,65,2.717207,508819
graphql,paralelo,20,198,1.363647,2827
graphql,paralelo,40,198,1.318846,5675
graphql,paralelo,60,198,1.409595,8457
graphql,paralelo,80,198,1.763491,11069
graphql,paralelo,100,199,1.822893,13903
graphql,paralelo,20,218,0.670541,32
graphql,paralelo,40,218,0.608707,32
graphql,paralelo,60,218,0.603394,32
graphql,paralelo,80,218,0.829017,32
graphql,paralelo,100,219,0.593754,32
graphql,paralelo,20,229,0.656229,32
graphql,paralelo,40,229,0.571235,32
graphql,paralelo,60,229,0.672736,32
graphql,paralelo,80,229,0.6159,32
graphql,paralelo,100,230,0.61328,32
graphql,paralelo,20,238,0.886806,32
graphql,paralelo,40,238,0.63265,32
graphql,paralelo,60,238,0.598513,32
graphql,paralelo,80,238,0.585314,32
graphql,paralelo,100,239,0.615994,32
rest,sequencial,20,24,1.409881,103493
rest,sequencial,40,24,1.68421,207283
rest,sequencial,60,24,2.07437,310012
rest,sequencial,80,24,2.633455,409725
rest,sequencial,100,25,3.652738,514141
rest,sequencial,20,44,1.338296,102666
rest,sequencial,40,44,1.587833,205828
rest,sequencial,60,44,2.540853,306105
rest,sequencial,80,44,2.798583,407735
rest,sequencial,100,45,3.154294,508819
rest,sequencial,20,55,1.112562,102666
rest,sequencial,40,55,1.477128,205828
rest,sequencial,60,55,1.907548,306105
rest,sequencial,80,55,2.410817,407735
rest,sequencial,100,56,2.900461,508819
rest,sequencial,20,64,1.040557,102666
rest,sequencial,40,64,1.774737,205828
rest,sequencial,60,64,1.986385,306105
rest,sequencial,80,64,2.629175,407735
rest,sequencial,100,65,2.778147,508819
graphql,sequencial,20,198,0.942605,2827
graphql,sequencial,40,198,1.397605,5675
graphql,sequencial,60,198,1.289725,8457
graphql,sequencial,80,198,1.493551,11069
graphql,sequencial,100,199,1.892662,13903
graphql,sequencial,20,218,0.603189,32
graphql,sequencial,40,218,0.579378,32
graphql,sequencial,60,218,0.616216,32
graphql,sequencial,80,218,0.57569,32
graphql,sequencial,100,219,0.567744,32
graphql,sequencial,20,229,0.580496,32
graphql,sequencial,40,229,0.805246,32
graphql,sequencial,60,229,0.676894,32
graphql,sequencial,80,229,0.619027,32
graphql,sequencial,100,230,0.570067,32
graphql,sequencial,20,238,0.886822,32
graphql,sequencial,40,238,0.78305,32
graphql,sequencial,60,238,0.743565,32
graphql,sequencial,80,238,0.55417,32
graphql,sequencial,100,239,0.607807,32
rest,paralelo,20,24,1.050859,103493
rest,paralelo,40,24,1.961493,207283
rest,paralelo,60,24,2.290006,310012
rest,paralelo,80,24,3.07879,409725
rest,paralelo,100,25,3.064104,514141
rest,paralelo,20,44,1.509383,102666
rest,paralelo,40,44,1.451994,205828
rest,paralelo,60,44,2.156952,306105
rest,paralelo,80,44,2.382417,407735
rest,paralelo,100,45,2.992677,508819
rest,paralelo,20,55,1.169521,102666
rest,paralelo,40,55,1.835383,205828
rest,paralelo,60,55,2.022794,306105
rest,paralelo,80,55,2.644104,407735
rest,paralelo,100,56,2.797432,508819
rest,paralelo,20,64,1.257798,102666
rest,paralelo,40,64,1.596536,205828
rest,paralelo,60,64,2.273507,306105
rest,paralelo,80,64,2.531482,407735
rest,paralelo,100,65,2.791552,508819
graphql,paralelo,20,198,0.865532,2827
graphql,paralelo,40,198,1.070778,5675
graphql,paralelo,60,198,1.338155,8457
graphql,paralelo,80,198,1.54952,11069
graphql,paralelo,100,199,1.718392,13903
graphql,paralelo,20,218,0.636685,32
graphql,paralelo,40,218,0.598244,32
graphql,paralelo,60,218,0.573373,32
graphql,paralelo,80,218,0.585026,32
graphql,paralelo,100,219,0.585571,32
graphql,paralelo,20,229,0.584348,32
